;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us
1238;Do you play fantasy sports?;;;"(A) On the radio
(B) On television
(C) From a newspaper
(D) From a friend, family member, or co-worker
(E) Imam or sheik OR place of worship mosque/church
(F) Internet or website
(G) Other (VOL)";GPT-4 generated;;;Yes, I love playing fantasy sports!;No, I do not play.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't play fantasy sports.;No, I do not play fantasy sports.;;;0.0;0.0;0.0;0.9110689163208008;0.9110689163208008;0.8489855527877808;0.8489855527877808;0.99218487739563;0.6783665418624878
1239;Do you enjoy kayaking or canoeing?;;;"(A) A good democracy
(B) A strong economy";GPT-4 generated;;;Love kayaking, it's so much fun!;Yes, I quite enjoy canoeing.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;No, I do not.;No, I do not.;;;0.0;0.0;0.0;0.5786700248718262;0.5786700248718262;0.4403770565986633;0.4403770565986633;1.0000001192092896;0.7202266454696655
1240;Do you practice yoga or Pilates?;;;"(A) Very confident
(B) Somewhat confident
(C) Not too confident
(D) Not at all confident
(E) DK/Refused";GPT-4 generated;;;No, I don't do either.;Neither, I prefer a good jog.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't practice yoga or Pilates.;No, I don't practice either.;;;0.0;0.0;0.0;0.6599467396736145;0.6599467396736145;0.8046881556510925;0.8046881556510925;0.759253740310669;0.5938995480537415
1241;Do you enjoy fishing?;;;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GPT-4 generated;;;Yes, I love fishing!;Yes, quite fond of it, actually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not enjoy fishing.;No, I do not enjoy fishing.;;;0.0;0.0;0.0;0.6795312762260437;0.6795312762260437;0.8796577453613281;0.8796577453613281;1.0000001192092896;0.7209324836730957
1242;Do you like skateboarding?;;;"(A) More stable
(B) Less stable
(C) No difference (VOL)";GPT-4 generated;;;Yeah, skateboarding is totally rad!;Not really, not my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not.;Not really, not my thing.;;;0.0;0.0;0.0;0.819993793964386;0.819993793964386;0.4713452160358429;0.4713452160358429;0.6275244355201721;0.5497874021530151
1243;Do you play any racquet sports?;;;"(A) Very important reason
(B) Fairly important reason
(C) Not important reason";GPT-4 generated;;;No, I don't play racquet sports.;Yes, I play tennis and squash.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not.;No, I do not.;;;0.0;0.0;0.0;0.4794590175151825;0.4794590175151825;0.5704072713851929;0.5704072713851929;1.0000001192092896;0.7237366437911987
1244;Are you a member of a sports club?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GPT-4 generated;;;No, I am not.;Yes, I am a member.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I am not.;No, I am not.;;;0.0;0.0;0.0;0.6443946361541748;0.6443946361541748;1.000000238418579;1.000000238418579;1.000000238418579;0.6224515438079834
1245;Do you watch eSports?;;;"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GPT-4 generated;;;No, not really into eSports.;No, not really my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not watch eSports.;No, I do not watch eSports.;;;0.0;0.0;0.0;0.6438207626342773;0.6438207626342773;0.818572998046875;0.818572998046875;0.9999998211860656;0.7790600061416626
1246;Do you enjoy water sports?;;;"(A) Doing more
(B) Doing less
(C) About the same
(D) U.S. does not help (DO NOT READ)
(E) DK/Refused";GPT-4 generated;;;Yes, I love water sports!;Yes, absolutely love water sports!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I enjoy water sports.;Yes, I enjoy water sports.;;;0.0;0.0;0.0;0.8435666561126709;0.8435666561126709;0.9788508415222168;0.9788508415222168;1.000000238418579;0.8577982187271118
1247;Do you read fan fiction?;;;"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GPT-4 generated;;;No, I don't read fan fiction.;Not really, not my cuppa tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not read fan fiction.;No, I do not read fan fiction.;;;0.0;0.0;0.0;0.6001270413398743;0.6001270413398743;0.9913946986198424;0.9913946986198424;1.0000001192092896;0.5970473885536194
1248;Do you use TikTok?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;;;Yes, I use TikTok.;No, I do not use TikTok.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't use TikTok.;No, I do not use TikTok.;;;0.0;0.0;0.0;0.9999995827674866;0.9999995827674866;0.8981055021286011;0.8981055021286011;0.99124276638031;0.9003087878227234
1249;Do you watch reality TV?;;;"(A) Yes, sympathetic
(B) No, not sympathetic";GPT-4 generated;;;Yes, I love reality TV!;No, not my cup of tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy watching reality TV.;No, I prefer traditional English activities.;;;0.0;0.0;0.0;0.6323952674865723;0.6323952674865723;0.9592725038528442;0.9592725038528442;0.7235093116760254;0.6434290409088135
1250;Do you watch late-night talk shows?;;;"(A) Very important
(B) Somewhat important
(C) Not very important
(D) Not at all important
(E) DK/Refused";GPT-4 generated;;;Sometimes, when I'm not too tired.;Sometimes, when I'm not knackered.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer other entertainment options.;No, I prefer the countryside tranquility.;;;0.0;0.0;0.0;0.5258036851882935;0.5258036851882935;0.5722681879997253;0.5722681879997253;0.7802319526672363;0.91119122505188
1251;Do you follow any webcomics?;;;"(A) Approve
(B) Disapprove";GPT-4 generated;;;Yeah, I love webcomics!;No, not really into webcomics.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't follow webcomics.;No, I do not.;;;0.0;0.0;0.0;0.4955679774284363;0.4955679774284363;0.8279776573181152;0.8279776573181152;0.5692588686943054;0.8221981525421143
1252;Do you enjoy historical dramas?;;;"(A) Yes
(B) No";GPT-4 generated;;;Yes, I love historical dramas!;Yes, absolutely love historical dramas!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy historical dramas.;Yes, I enjoy historical dramas.;;;0.0;0.0;0.0;0.8470408916473389;0.8470408916473389;0.9769846200942992;0.9769846200942992;0.9999998807907104;0.8617258667945862
1253;Do you listen to talk radio?;;;"(A) Ordinary citizens can do a lot to influence (survey country)'s government if they are willing to make the effort
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) There's not much ordinary citizens can do to influence (survey country)'s government
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) Both (VOL)
(H) DK/Refused
(I) Neither (VOL)
(J) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(K) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;;;Sometimes, when I'm in the mood.;Yes, quite fond of talk radio.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't listen to talk radio.;No, I do not.;;;0.0;0.0;0.0;0.5188444256782532;0.5188444256782532;0.6068629026412964;0.6068629026412964;0.6207108497619629;0.6257902383804321
1254;Are you into true crime stories?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;;;Yes, I love true crime stories!;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Not really, prefer lighter entertainment.;Not really, prefer peaceful stories.;;;0.0;0.0;0.0;0.5706055760383606;0.5706055760383606;0.6616630554199219;0.6616630554199219;0.8954787254333496;0.5716668367385864
1255;Do you enjoy documentaries?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;;;Some are interesting, but not all.;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy documentaries.;Yes, I enjoy documentaries.;;;0.0;0.0;0.0;0.5860307216644287;0.5860307216644287;0.5698308944702148;0.5698308944702148;1.0;0.5348761677742004
1256;Do you prefer subbed or dubbed movies?;;;"(A) United States
(B) China
(C) European Union
(D) None/No difference (VOL)
(E) Other (VOL)";GPT-4 generated;;;Subbed movies, for sure!;Subbed, it's more authentic, innit?;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Subbed movies, more authentic cultural experience.;Subbed movies.;;;0.0;0.0;0.0;1.0;1.0;0.7165765166282654;0.7165765166282654;1.0;0.6543937921524048
1257;Do you like live theater?;;;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;;;Yes, I love live theater!;Absolutely, I adore live theater!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy live theater.;Yes, I enjoy live theater.;;;0.0;0.0;0.0;0.8971121311187744;0.8971121311187744;0.9737447500228882;0.9737447500228882;1.0000001192092896;0.9032968878746032
1258;Do you prefer digital art or traditional art?;;;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;;;Digital art all the way, dude!;Traditional art, it's simply splendid!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Traditional art, it's more authentic.;Traditional art, it's timeless and authentic.;;;0.0;0.0;0.0;0.813072919845581;0.813072919845581;0.6406049728393555;0.6406049728393555;0.8314083218574524;0.6786429286003113
1259;Do you enjoy jazz music?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GPT-4 generated;;;Yes, I love jazz music!;Absolutely, it's simply marvelous!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy jazz music.;Yes, I enjoy jazz music.;;;0.0;0.0;0.0;0.6046673059463501;0.6046673059463501;0.975710928440094;0.975710928440094;1.0000001192092896;0.6290813088417053
1260;Do you like abstract art?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) Never heard of";GPT-4 generated;;;Not really, prefer more realistic art.;Not really, prefer more traditional art.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I appreciate abstract art.;Yes, I appreciate abstract art.;;;0.0;0.0;0.0;0.6511037349700928;0.6511037349700928;0.6687592267990112;0.6687592267990112;1.0000001192092896;0.9134778380393982
1261;Do you follow any art blogs or channels?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;;;No, I don't follow any.;No, I don't follow any.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;No, I don't follow art blogs.;No, I don't follow any.;;;0.0;0.0;0.0;1.0000003576278689;1.0000003576278689;0.8490397930145264;0.8490397930145264;0.8080704808235168;1.0000003576278689
1262;Do you listen to opera?;;;"(A) Trade and business ties between countries
(B) Our government’s [In Ukraine only: State] economic policies
(C) How much workers are paid
(D) Our educational system
(E) Our tax system
(F) Some people work harder than others
(G) There is no gap (VOL)";GPT-4 generated;;;No, not really into opera.;Yes, I do. It's quite lovely.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not listen to opera.;Yes, I enjoy listening to opera.;;;0.0;0.0;0.0;0.6193807125091553;0.6193807125091553;0.8052666187286377;0.8052666187286377;0.81998211145401;0.580334484577179
1263;Do you enjoy craft fairs?;;;"(A) Favor
(B) Oppose";GPT-4 generated;;;Yes, I love craft fairs!;Yes, quite fond of craft fairs.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy craft fairs.;Yes, I enjoy craft fairs.;;;0.0;0.0;0.0;0.8745715022087097;0.8745715022087097;0.9705145955085754;0.9705145955085754;1.0000001192092896;0.895423412322998
1264;Do you collect any art pieces?;;;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;;;No, I don't collect art pieces.;Yes, I collect some art pieces.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not collect art.;No, I do not collect art.;;;0.0;0.0;0.0;0.7900879383087158;0.7900879383087158;0.9558107256889344;0.9558107256889344;0.9999999403953552;0.8081611394882202
1265;Have you ever been to an art auction?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;;;No, never been to one.;Yes, quite a few times, actually.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I haven't been to one.;No, I haven't been to one.;;;0.0;0.0;0.0;0.6148252487182617;0.6148252487182617;0.9082164168357848;0.9082164168357848;1.0;0.5314503908157349
1266;Do you enjoy performance art?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;;;Yes, I love performance art!;Yes, quite fond of it.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy performance art.;Yes, I enjoy performance art.;;;0.0;0.0;0.0;0.7215729355812073;0.7215729355812073;0.968777596950531;0.968777596950531;1.0000001192092896;0.6706605553627014
1267;Do you follow seasonal fashion trends?;;;"(A) Yes, sympathetic
(B) No, not sympathetic";GPT-4 generated;;;Yes, I follow seasonal fashion trends.;Yes, quite fond of seasonal fashion.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I follow seasonal fashion trends.;Yes, I do follow seasonal trends.;;;0.0;0.0;0.0;0.7799490690231323;0.7799490690231323;0.9999998211860656;0.9999998211860656;0.923515796661377;0.7939642667770386
1268;Do you own any designer clothes?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;;;No, I don't own any.;No, I don't own any.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't own any.;No, I do not.;;;0.0;0.0;0.0;0.7127149701118469;0.7127149701118469;1.000000238418579;1.000000238418579;0.7127149701118469;1.000000238418579
1269;Do you wear graphic tees?;;;"(A) Satisfied
(B) Dissatisfied";GPT-4 generated;;;Yes, I love wearing graphic tees!;No, I prefer more sophisticated attire.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer more formal attire.;No, I prefer traditional English attire.;;;0.0;0.0;0.0;0.931982159614563;0.931982159614563;0.7556066513061523;0.7556066513061523;0.9314444065093994;0.7616127729415894
