,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
10099,8817,7227.json,false,Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,health-care,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press conference,"West said in a May 14 newsletter that among examples of ""absurdity"" in our country was this: ""ObamaCare Slush Fund Money Being Use To Spay Stray Dogs And Cats  Counts As An Anti-Obesity Campaign. ""Publicity information, news coverage and even the federal governments own website about the stimulus did suggest that taxpayers paid for pets to get spayed or neutered as part of an effort to help people exercise outdoors free from the threat of stray dogs. There is a connection between the federal money and the clinics. A program specialist whose salary was paid for through the grant promoted the clinics, and the grant-funded animal control officers were on hand at the clinics. But its not accurate to say that the money was used to spay or neuter the animals. And the money did not come from an ""Obamacare slush fund"" -- it wasn't part of the health care law. Calling it a ""slush fund"" could lead readers to view it as a secretive stash of money, when in reality Congress approved the stimulus act that included money for community-based prevention. Information about the communities that got the grant is publicly available online. In fact, PetSmart Charities gave the humane association $35,000 to pay for pet neutering and spaying."
10110,8828,2619.json,false,Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,taxes,scott-bruun,State representative,Oregon,republican,2.0,1.0,0.0,0.0,0.0,an e-mail,"Our conclusion Johnsons report states that Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED. She based the statement on a report from the Working Poor Families Project, an initiative funded by the Ford Foundation, Annie Casey Foundation and others, and drawn from research that the organization has produced annually based on an analysis of U. S.  Census Bureau information. Thats about 865,706 -- or 13. 7 percent of Georgians -- ages 18 to 64 -- lacking either a high school diploma or GED. We found slightly different data for different years, but that pointed out Johnsons overarching point that Georgia has a large problem."
10119,8837,11268.json,false,Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,"foreign-policy,nuclear",dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,"an interview on MSNBC's ""Morning Joe""","Almost 80 percent of the benefits would go to the richest 20 percent of households, who would be least likely to spend the additional funds and stimulate demand. ""So, our tax experts are skeptical that the $70 billion AMT fix should be included in the stimulus bill's tax relief. That would bring down the cost of the tax cuts to about $218 billion. That means about 28 percent of the bill could be described as tax cuts, a little less than the one-third cited by Stewart."
10126,8844,5267.json,false,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,"economy,education,jobs",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,his State of the State address,"Before Congress voted to eliminate subsidies for the Federal Family Education Loan, students paid 6. 8 percent on their unsubsidized federal loans. Now that the bill is passed, students will still pay 6. 8 percent interest on those loans. There is no ""surcharge"" in the bill, as Graham says."
10127,8845,8730.json,false,Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,education,johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,a speech,"We agree in the accuracy of Caseys underlying point that IEDs pose a special danger to troops in Afghanistan. However, we think its important to correct the record for those who may have been misled by the specific statistic he cited. We think most people would consider 38 percent to 50 percent of hostile deaths to be something more than a ""very, very rare"" occurrence."
10157,8875,4837.json,false,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,"foreign-policy,israel,nuclear",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"a foreign policy debate in Washington, D.C.","Alum Creek Lake and Delaware Lake, two other man-made bodies of water, also are in Delaware County. Each is home to a state park. ODNRs experts, using computer data to prepare the estimates, would agree."
10158,8876,1827.json,false,Bill McCollum on the Arizona immigration law.,immigration,bill-mccollum,,Florida,republican,2.0,1.0,2.0,0.0,1.0,interviews with Florida media.,"Thrasher said he has ""never received any contributions from the Koch brothers. ""Thrasher says he has never received money personally from the Koch Brothers, and as far as we can tell, thats correct. However, he did receive four donations totaling $3,000 from Koch Industries, a company they own. That's what we're checking, not whether he knows Charles and David Koch. His campaign said those donations specifically came from the subsidiary Georgia-Pacific, a major employer in his district that had donated to Thrasher years before being owned by the Kochs, but the contributions were officially categorized as coming from Koch Industries. Experts say it could be reasonable to equate those donations as coming from the companys owners."
10184,8902,5324.json,false,The state constitution clearly says theres not to be a state income tax in Tennessee.,"legal-issues,taxes",gerald-mccormick,House Majority Leader,Tennessee,republican,0.0,1.0,0.0,0.0,0.0,House floor debate over amending the state constitution to prohibit an income tax.,"The Pew Hispanic Centers polling found that to be the case, and Latino Decisions found a very similar high number of 85 percent. As a U. S.  senator, Rubio has opposed the DREAM Act."
10187,8905,3950.json,false,This is the slowest job recovery since Hoover.,"economy,history,jobs",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,an appearance at a Tampa coffee shop,"Then on May 16 he said Florida doesn't need that law. Which is it?McCollum spokeswoman Kristy Campbell said McCollum's position since the final version of the law passed has been consistent. She says McCollum supports the law Arizona passed, in large part because of failures at the federal level. However, McCollum thinks an Arizona-style law is not currently needed in Florida because of the state's unique issues dealing with immigration."
10189,8907,3160.json,false,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",foreign-policy,david-rivera,"U.S. Representative, Florida District 25",Florida,republican,0.0,2.0,0.0,0.0,0.0,a statement,"His homeland defense coordinator and the Department of Public Safety were joined in that effort, which also involved federal agencies, and the governor reportedly directed the Texas Rangers to two Texas cities. But it was a news organization that got to the Democrats first."
10199,8917,9658.json,false,Says Common Core is a federal mandate.,"children,education,federal-budget,states",joe-leibham,,,republican,0.0,1.0,0.0,0.0,0.0,a news release,"Lewandowski said that 400,000 ""anchor babies"" are born in the U. S.  every year. First, the figure is outdated  a more accurate number for the amount of births to undocumented immigrants is 300,000. Lewandowski also makes a blanket statement when he says all of these births occurred specifically to anchor the undocumented families to the United States. While the practice occurs, its not safe to draw a single broad conclusion from the data and apply it to the intentions of every pregnant undocumented woman."
