,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
7895,6613,9587.json,false,"On the last night of the General Assembly, by 11 oclock 95 to 98 percent of the business was done. So we really didnt have that late-night session. We were just holding on one bill.","government-efficiency,history,job-accomplishments,voting-record",nicholas-mattiello,Speaker of the House,Rhode Island,democrat,0.0,3.0,0.0,0.0,0.0,"an interview on WPRI's ""Newsmakers.""","In a news story about Georgias white voters and the tendency to cast ballots for GOP candidates, Sabato described the differences in Virginia and Georgia. ""Despite Atlanta, Virginias educational level among whites is higher than Georgia,"" he said. Based on exit polls and census data, Sabatos statement is correct. Examining the data further shows that Georgias white voters at any education level are more likely to vote Republican."
7907,6625,4429.json,false,"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires.","natural-disasters,state-budget",jim-hightower,Commentator,Texas,democrat,1.0,1.0,0.0,0.0,0.0,an interview.,"In comparison to the estimated U. S.  population of about 318 million, thats just about 3 percent. Our rating Johnson said, ""probably less than 4 percent"" of Wisconsin residents ""are enjoying the subsidies"" from Obamacare. He calculated this figure based on enrollment data and Census Bureau population statistics. Those numbers put the figure at 2. 9 percent."
7957,6675,5912.json,false,Says Mitt Romney would deny gay people the right to adopt children.,"gays-and-lesbians,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a Web ad,"To recap, Rubio said the charges were made with ""my money. On one hand, Rubio is able to document that he made payments to American Express for some items that he declared to be personal. That supports his contention that it was his money. And although the card was under his name, American Express says that in general -- as long as a cardholder isn't violating the rules set out by the company -- it is the company (in this case the party) that is liable for the charges. And the cardholder (in this case Rubio) won't have his credit rating affected if the bill is not paid on time."
7966,6684,3092.json,false,The health care law includes tort reform.,"health-care,legal-issues",anthony-weiner,,New York,democrat,2.0,1.0,2.0,0.0,0.0,a speech on the House floor,"And using food for fuel drives up the cost of your grocery bill, even as the price at the pump is offset by the program. And there are pollution and fuel efficiency concerns tied to the additive."
7979,6697,4707.json,false,"New Jersey alone, my home state, is facing a ten-and-a-half billion dollar shortfall in its 2012 fiscal budget. This means more cuts in state and local spending for education, which means our kids are hurt.","education,state-budget",robert-menendez,U.S. Senator,New Jersey,democrat,1.0,3.0,1.0,3.0,0.0,a speech,"End Citizens United's ad says Poliquin voted to ""force seniors to pay more for prescription drugs. If the repeal bill had become law  it didnt  it would have removed provisions phasing out a prescription drug doughnut hole for Medicare recipients."
8011,6729,4652.json,false,Says Many people Ive talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water.,"city-government,water",eileen-brady,,,democrat,0.0,2.0,0.0,1.0,0.0,in a speech,"Perry said Congress is taking a five-week vacation. Actually, Congress is a couple weeks into its annual August recess, in keeping with the 1970 law, though Perry has a point in that members arent debating matters on the floor of the House or Senate. Our sense is that even if members take some dog days off, the recess isnt a no-work vacation. Members continue to attend to their districts by holding town halls and other meetings; many also campaign."
8012,6730,12229.json,false,"The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.",transportation,sylvester-turner,Attorney,Texas,democrat,0.0,2.0,0.0,2.0,0.0,a press conference announcing new chairman of transit authority,"Additionally, when it's time to make hard decisions about the budget, they favor a balanced approach of spending cuts and tax increases. Finally, they tend to favor tax increases for other people -- such as the wealthy or corporations -- if not themselves."
8020,6738,5445.json,false,"Weve seen in this last year tremendous things happening, including our unemployment rate come down 2 percentage points.",jobs,cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,an interview on WBGO’s “Newark Today”,"And even when the Chafee team found someone to support the assertion that property taxes are the most harmful to economic growth, it was with the caveat that the strategy is specific to Rhode Island's current circumstances. But that's a distinction the governor-elect didn't make."
8029,6747,5254.json,false,"Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.",jobs,chris-bollwage,Mayor of Elizabeth,,democrat,0.0,1.0,0.0,0.0,0.0,a speech at the Cuban Club in Elizabeth,"Corcoran said, ""Medicaid patients were 97 percent more likely to die than those with private insurance. ""Corcoran was citing a 2010 University of Virginia study that looked at Medicaid patients who underwent surgery, not all people in the program. While its accurate to say Medicaid patients who undergo operations havehigher odds of dyingthan those with private insurance, its because they are sicker and tend to wait until the last minute for care, not because the program is inadequate. Other studies show using Medicaid improves access and quality of life for many patients, or at the very least doesnt hurt them."
8039,6757,3872.json,false,Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.,"federal-budget,medicare",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,an e-mail.,"Kaine said, ""When Moammar Gadhafi was set to visit the United Nations, and no one would let him stay in New York, Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate. ""Theres no doubt Gadhafi rented space at Trumps estate to put up his tent. Trump acknowledges now that he leased land to Gadhafi, although he couches it as a boast to show he snookered the Libyan leader out of a lot of money."
8053,6771,5285.json,false,"A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.",taxes,david-englin,Political consultant,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a news release.,"Palin is correct that Obama ""said (the individual mandate) wasn't a tax. ""Its right there in the video."
8090,6808,12569.json,false,Austin was the site of the first mass shooting in the country.,"crime,history",steve-adler,Mayor of Austin,Texas,democrat,1.0,1.0,1.0,2.0,1.0,an interview with Bob Cole on Austin's KOKE-FM,"Our rating Feingold said Johnson ""is opposed to all government-assisted student loans. ""Johnson has said the government never should have gotten involved in student loans, shouldnt be involved in it and should look to gradually get out of it."
8117,6835,2602.json,false,Marco Rubio says Solo Ingles (English only).,immigration,kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a web ad.,"Buckhorns TV ad says he ""balanced the budget without raising taxes. ""Because the city kept its property tax rate constant even as the total value of property in the city rose, the city has seen its property tax revenues rise the past two fiscal years. And it has been required by state law to advertise a tax increase for both of those years. Tax revenues are still significantly below what they were before the real estate crash."
